"","Name","Score","gene_names"
"83","ENSG00000197992",0.0245642469975555,"CLEC9A"
"84","ENSG00000166862",0.0245642469975555,"CACNG2"
"85","ENSG00000084628",0.0249465641643344,"NKAIN1"
"86","ENSG00000008277",0.0261112292013557,"ADAM22"
"87","ENSG00000143297",0.0269024338399405,"FCRL5"
"88","ENSG00000100867",0.0289321099183996,"DHRS2"
"89","ENSG00000100678",0.0297646461425822,"SLC8A3"
"90","ENSG00000088053",0.0301853426388446,"GP6"
"91","ENSG00000105642",0.0306089913912212,"KCNN1"
"92","ENSG00000130208",0.0310355923997119,"APOC1"
"93","ENSG00000161944",0.0310355923997119,"ASGR2"
"94","ENSG00000111452",0.0332128812838771,"ADGRD1"
"95","ENSG00000145416",0.0336571958290526,"MARCHF1"
"96","ENSG00000204655",0.0341044626303421,"MOG"
"97","ENSG00000162728",0.0345546816877458,"KCNJ9"
"98","ENSG00000101489",0.0354639765708955,"CELF4"
"99","ENSG00000095932",0.0354639765708955,"SMIM24"
"100","ENSG00000112053",0.0359230523966415,"SLC26A8"
"101","ENSG00000166523",0.0377888782607669,"CLEC4E"
"102","ENSG00000095970",0.0382627153670835,"TREM2"
"103","ENSG00000162747",0.0387395047295143,"FCGR3B"
"104","ENSG00000183317",0.0397019402227182,"EPHA10"
"105","ENSG00000162738",0.041024550961845,"VANGL2"
"106","ENSG00000018236",0.04116773538338,"CNTN1"
"107","ENSG00000150625",0.0416622382824955,"GPM6A"
"108","ENSG00000150637",0.0421596934377251,"CD226"
"109","ENSG00000112414",0.0426601008490689,"ADGRG6"
"110","ENSG00000166428",0.0431634605165267,"PLD4"
"111","ENSG00000096996",0.0436697724400987,"IL12RB1"
"112","ENSG00000146839",0.0441790366197849,"ZAN"
"113","ENSG00000146477",0.0457245426955279,"SLC22A3"
"114","ENSG00000153012",0.0467696413599273,"LGI2"
"115","ENSG00000205045",0.0472966190762981,"SLFN12L"
"116","ENSG00000153563",0.0483594312773822,"CD8A"
"117","ENSG00000152092",0.0494340525029227,"ASTN1"
"118","ENSG00000121895",0.0494340525029227,"TMEM156"
"119","ENSG00000109956",0.0499757914998642,"B3GAT1"
"120","ENSG00000177098",0.0499757914998642,"SCN4B"
