,baseMean,log2FoldChange,sigAdj,hgncSymbol,appCount,tissList
ENSG00000168528,454.916326168205,-2.2289529132893886,6.298672132912671,SERINC2,8,"['Cornea', 'Umbilical.vein', 'Sciatic.nerve', 'Vessel', 'Foreskin', 'Skin', 'Kidney', 'Intestine']"
ENSG00000232037,164.284960732861,-3.6894891861313823,5.798179968125293,RPL21P29,8,"['Cornea', 'Heart', 'Liver', 'Umbilical.vein', 'Lymph.node', 'Foreskin', 'Lung', 'Kidney']"
ENSG00000197496,294.991563216008,-1.715903582220115,5.758954179920413,SLC2A10,8,"['Cornea', 'Umbilical.vein', 'Lymph.node', 'Colon', 'Vessel', 'Lung', 'Skin', 'Kidney']"
ENSG00000154096,877.433221298893,-4.557949573572483,5.213730168350388,THY1,8,"['Cornea', 'Heart', 'Liver', 'Lymph.node', 'Vessel', 'Lung', 'Skin', 'Kidney']"
ENSG00000120549,625.280950137232,-2.6866199155056107,5.091316021420782,KIAA1217,8,"['Cornea', 'Heart', 'Lymph.node', 'Colon', 'Foreskin', 'Skin', 'Kidney', 'Intestine']"
ENSG00000154864,1373.92208785027,-3.125633677146716,5.085143606087188,PIEZO2,8,"['Cornea', 'Heart', 'Vessel', 'Foreskin', 'Peripheral.blood', 'Skin', 'Kidney', 'Intestine']"
ENSG00000284337,22.1768997107844,-2.8427523534188834,4.99672337556384,LIMS3-LOC440895,8,"['Cornea', 'Heart', 'Umbilical.vein', 'Lymph.node', 'Colon', 'Vessel', 'Foreskin', 'Intestine']"
ENSG00000239374,117.91269819137,-2.9412911618580915,4.866800762676478,RPL21P105,8,"['Cornea', 'Heart', 'Liver', 'Umbilical.vein', 'Lymph.node', 'Vessel', 'Lung', 'Kidney']"
ENSG00000128710,79.0213253738781,-4.974394868296369,4.522324307746376,HOXD10,8,"['Cornea', 'Lymph.node', 'Vessel', 'Foreskin', 'Skin', 'Kidney', 'Intestine', 'Tonsil']"
ENSG00000110900,220.144523028945,-3.0370336764508026,4.45786019302714,TSPAN11,8,"['Cornea', 'Umbilical.vein', 'Lymph.node', 'Colon', 'Foreskin', 'Peripheral.blood', 'Skin', 'Intestine']"
ENSG00000123496,45.7405912866644,-3.497483805237732,4.050819685986388,IL13RA2,8,"['Cornea', 'Heart', 'Liver', 'Vessel', 'Skin', 'Kidney', 'Intestine', 'Tonsil']"
ENSG00000282301,3.09937105528485,-15.960122565121296,3.9794465689623464,CYP3A7-CYP3A51P,8,"['Cornea', 'Heart', 'Liver', 'Umbilical.vein', 'Vessel', 'Lung', 'Skin', 'Kidney']"
ENSG00000265996,3.87986699878738,-3.62537919412532,3.968983285647335,MIR3671,8,"['Cornea', 'Heart', 'Umbilical.vein', 'Vessel', 'Peripheral.blood', 'Lung', 'Kidney', 'Intestine']"
ENSG00000108001,89.712696676041,-2.7875707311092124,3.8534851898124853,EBF3,8,"['Cornea', 'Heart', 'Umbilical.vein', 'Lymph.node', 'Vessel', 'Foreskin', 'Skin', 'Intestine']"
ENSG00000170961,164.16295684925,-3.85792051001689,3.5808599955654676,HAS2,8,"['Cornea', 'Liver', 'Umbilical.vein', 'Lymph.node', 'Lung', 'Skin', 'Kidney', 'Tonsil']"
ENSG00000128652,65.5962975174548,-2.856363680106261,3.577952370904607,HOXD3,8,"['Cornea', 'Umbilical.vein', 'Lymph.node', 'Vessel', 'Foreskin', 'Skin', 'Kidney', 'Intestine']"
ENSG00000243672,9.22670323985745,-3.5796147015295103,3.299464109622414,RPS3AP40,8,"['Cornea', 'Heart', 'Liver', 'Lymph.node', 'Colon', 'Lung', 'Kidney', 'Tonsil']"
ENSG00000226729,2.56756649849818,-8.870729253628554,3.2472254993034455,RPL35AP30,8,"['Cornea', 'Heart', 'Umbilical.vein', 'Lymph.node', 'Foreskin', 'Peripheral.blood', 'Lung', 'Kidney']"
ENSG00000277202,0.799493224077306,-16.05821911953989,11.05543710381232,MIR8063,7,"['Heart', 'Umbilical.vein', 'Colon', 'Vessel', 'Foreskin', 'Lung', 'Tonsil']"
ENSG00000176842,38.7114882233036,-3.4943964525821545,9.146395447778039,IRX5,7,"['Cornea', 'Heart', 'Lymph.node', 'Vessel', 'Lung', 'Skin', 'Kidney']"
ENSG00000119888,118.526099600117,-4.363864595626029,9.029963403237376,EPCAM,7,"['Cornea', 'Liver', 'Umbilical.vein', 'Lymph.node', 'Foreskin', 'Lung', 'Kidney']"
ENSG00000099377,146.933280770039,-3.1081043534179544,8.673229415765444,HSD3B7,7,"['Cornea', 'Lymph.node', 'Vessel', 'Foreskin', 'Skin', 'Kidney', 'Intestine']"
ENSG00000151632,617.889466077808,-4.383676692370073,8.669685150857285,AKR1C2,7,"['Cornea', 'Liver', 'Lymph.node', 'Vessel', 'Foreskin', 'Kidney', 'Intestine']"
ENSG00000142156,17468.1916224814,-3.415210607007156,6.9891810945163195,COL6A1,7,"['Cornea', 'Lymph.node', 'Vessel', 'Lung', 'Skin', 'Kidney', 'Tonsil']"
ENSG00000168447,191.014720802812,-6.03747170266491,6.821831305690056,SCNN1B,7,"['Cornea', 'Lymph.node', 'Vessel', 'Foreskin', 'Skin', 'Kidney', 'Intestine']"
ENSG00000103067,63.3828739708031,-4.4751899130108805,6.801097179079141,ESRP2,7,"['Cornea', 'Liver', 'Foreskin', 'Peripheral.blood', 'Lung', 'Kidney', 'Intestine']"
ENSG00000102575,202.284412547272,-3.9407532457586427,6.42724772730709,ACP5,7,"['Cornea', 'Liver', 'Umbilical.vein', 'Lymph.node', 'Foreskin', 'Lung', 'Kidney']"
ENSG00000205129,24.5874201075124,-3.925017517575707,6.376353955968972,C4orf47,7,"['Cornea', 'Lymph.node', 'Vessel', 'Foreskin', 'Peripheral.blood', 'Skin', 'Kidney']"
ENSG00000132170,293.655593814061,-2.7417301774809486,5.875769391103279,PPARG,7,"['Cornea', 'Lymph.node', 'Vessel', 'Foreskin', 'Skin', 'Kidney', 'Intestine']"
ENSG00000234949,14.0359636274755,-4.759694272686338,5.823640942835205,LOC105373958,7,"['Cornea', 'Lymph.node', 'Vessel', 'Foreskin', 'Peripheral.blood', 'Skin', 'Intestine']"
ENSG00000124429,34.9759224954399,-5.3096981367147,5.822619842591585,POF1B,7,"['Cornea', 'Umbilical.vein', 'Lymph.node', 'Vessel', 'Foreskin', 'Kidney', 'Intestine']"
ENSG00000186642,1269.47559466285,-2.4136776518675545,5.713106140495723,PDE2A,7,"['Cornea', 'Lymph.node', 'Vessel', 'Foreskin', 'Skin', 'Kidney', 'Intestine']"
ENSG00000092621,662.135093128067,-2.301434052976114,5.382761665602082,PHGDH,7,"['Cornea', 'Liver', 'Umbilical.vein', 'Vessel', 'Lung', 'Skin', 'Kidney']"
ENSG00000243711,59.0515321688296,-3.6370466447455416,5.325804649075429,RPL21P116,7,"['Cornea', 'Heart', 'Liver', 'Umbilical.vein', 'Lymph.node', 'Lung', 'Kidney']"
ENSG00000266916,19.6594235352042,-3.6185827706813103,5.25630470785589,ZNF793-AS1,7,"['Cornea', 'Lymph.node', 'Colon', 'Foreskin', 'Lung', 'Kidney', 'Intestine']"
ENSG00000128709,188.750124055315,-4.252661756660819,5.095709969961932,HOXD9,7,"['Umbilical.vein', 'Lymph.node', 'Vessel', 'Foreskin', 'Skin', 'Kidney', 'Intestine']"
ENSG00000075275,312.709400199816,-2.6975942991381987,5.007187031618941,CELSR1,7,"['Cornea', 'Lymph.node', 'Vessel', 'Foreskin', 'Skin', 'Kidney', 'Intestine']"
ENSG00000126218,53.7619980456352,-3.65363826610163,4.989331956171715,F10,7,"['Cornea', 'Liver', 'Lymph.node', 'Vessel', 'Lung', 'Skin', 'Kidney']"
ENSG00000242607,58.2316547981325,-3.1087223235953076,4.901140355168445,RPS3AP34,7,"['Cornea', 'Heart', 'Liver', 'Lymph.node', 'Foreskin', 'Lung', 'Kidney']"
ENSG00000179044,243.425009809626,-2.630892303258034,4.843789463115414,EXOC3L1,7,"['Umbilical.vein', 'Lymph.node', 'Vessel', 'Foreskin', 'Skin', 'Kidney', 'Intestine']"
ENSG00000170561,42.8601554216018,-4.833425687147724,4.711426410601388,IRX2,7,"['Cornea', 'Lymph.node', 'Vessel', 'Foreskin', 'Lung', 'Skin', 'Kidney']"
ENSG00000170276,2.71006439054069,-5.204861768894026,4.699395336834397,HSPB2,7,"['Cornea', 'Heart', 'Lymph.node', 'Vessel', 'Lung', 'Skin', 'Kidney']"
ENSG00000142173,15525.7184453891,-4.131625030519051,4.566907442191082,COL6A2,7,"['Cornea', 'Lymph.node', 'Vessel', 'Lung', 'Skin', 'Kidney', 'Tonsil']"
ENSG00000261760,72.8911611518356,-2.589893216352508,4.503754824820774,LOC100507334,7,"['Cornea', 'Umbilical.vein', 'Lymph.node', 'Colon', 'Vessel', 'Foreskin', 'Intestine']"
ENSG00000283475,1169.27136962826,-2.560326139619043,4.50087753543651,MIR1244-4,7,"['Heart', 'Liver', 'Umbilical.vein', 'Lymph.node', 'Foreskin', 'Lung', 'Kidney']"
ENSG00000225419,75.6299016848294,-2.748736531464907,4.456346518794427,RPL21P3,7,"['Heart', 'Liver', 'Umbilical.vein', 'Lymph.node', 'Vessel', 'Lung', 'Kidney']"
ENSG00000128965,152.940849280269,-1.9501988460212698,4.382802520552754,CHAC1,7,"['Cornea', 'Umbilical.vein', 'Lymph.node', 'Vessel', 'Lung', 'Skin', 'Kidney']"
ENSG00000243071,1023.76713850348,-2.0912795236630157,4.352000745552922,RPL21P98,7,"['Heart', 'Liver', 'Umbilical.vein', 'Lymph.node', 'Foreskin', 'Lung', 'Kidney']"
ENSG00000156140,64.1600026707379,-2.2148084856669743,4.333191261659759,ADAMTS3,7,"['Cornea', 'Heart', 'Liver', 'Lymph.node', 'Foreskin', 'Kidney', 'Tonsil']"
ENSG00000283429,1247.72231984492,-2.3927363429619013,4.328274867057691,MIR1244-3,7,"['Heart', 'Liver', 'Umbilical.vein', 'Lymph.node', 'Foreskin', 'Lung', 'Kidney']"
ENSG00000137878,215.23002004748,-2.2673376460752173,4.304705962488286,GCOM1,7,"['Cornea', 'Umbilical.vein', 'Lymph.node', 'Vessel', 'Foreskin', 'Skin', 'Intestine']"
ENSG00000228744,12.2555291946594,-3.8055448698891547,4.283895220327202,RPS3AP30,7,"['Cornea', 'Heart', 'Liver', 'Lymph.node', 'Colon', 'Lung', 'Kidney']"
ENSG00000230787,17.7392165162442,-2.3747774928920515,4.257667493363573,PSAT1P3,7,"['Cornea', 'Heart', 'Liver', 'Vessel', 'Lung', 'Skin', 'Kidney']"
ENSG00000046604,216.161904885084,-3.6236398670310637,4.216232875264208,DSG2,7,"['Cornea', 'Heart', 'Liver', 'Lymph.node', 'Lung', 'Kidney', 'Intestine']"
ENSG00000258613,35.1377018910564,-1.9524076229564187,4.196550721632849,RPL21P7,7,"['Cornea', 'Heart', 'Liver', 'Umbilical.vein', 'Vessel', 'Lung', 'Skin']"
ENSG00000240898,169.732474849641,-2.2897570810937258,4.18788289899001,RPL21P125,7,"['Cornea', 'Heart', 'Liver', 'Umbilical.vein', 'Foreskin', 'Lung', 'Kidney']"
ENSG00000284874,7.03833773840557,-2.6620685561694586,4.135824147295666,SEPT5-GP1BB,7,"['Cornea', 'Umbilical.vein', 'Colon', 'Vessel', 'Foreskin', 'Skin', 'Intestine']"
ENSG00000239532,28.134442285084,-3.4057450341106743,4.079724028402448,RPL21P45,7,"['Cornea', 'Liver', 'Umbilical.vein', 'Lymph.node', 'Foreskin', 'Lung', 'Kidney']"
ENSG00000170166,75.0989495229193,-2.9058576965208025,3.8742982772885726,HOXD4,7,"['Umbilical.vein', 'Lymph.node', 'Vessel', 'Foreskin', 'Skin', 'Kidney', 'Intestine']"
ENSG00000224261,368.697369743429,-1.8488010653029516,3.80417986003652,RPSAP18,7,"['Cornea', 'Heart', 'Liver', 'Umbilical.vein', 'Foreskin', 'Lung', 'Kidney']"
ENSG00000266503,2.5840837987009,-7.156348904910322,3.7909455307705247,RN7SL162P,7,"['Cornea', 'Umbilical.vein', 'Vessel', 'Foreskin', 'Lung', 'Skin', 'Intestine']"
ENSG00000266297,0.947609034455178,-4.424488539677268,3.7495464156333456,MIR744,7,"['Cornea', 'Heart', 'Umbilical.vein', 'Vessel', 'Foreskin', 'Lung', 'Skin']"
ENSG00000188015,65.6036027648283,-2.5088673659514886,3.4536505360361027,S100A3,7,"['Cornea', 'Lymph.node', 'Vessel', 'Foreskin', 'Skin', 'Kidney', 'Tonsil']"
ENSG00000167785,137.365245704125,-2.0931205616247217,3.387883188608029,ZNF558,7,"['Cornea', 'Heart', 'Liver', 'Lymph.node', 'Lung', 'Skin', 'Kidney']"
ENSG00000128218,4.50347141676114,-3.5599505243889213,3.230586456587794,VPREB3,7,"['Cornea', 'Liver', 'Lymph.node', 'Colon', 'Lung', 'Kidney', 'Tonsil']"
ENSG00000223786,15.81763550998,-5.1621566735762,3.2199529198078776,LOC101928516,7,"['Cornea', 'Umbilical.vein', 'Lymph.node', 'Colon', 'Foreskin', 'Peripheral.blood', 'Intestine']"
ENSG00000244251,53.1608094049422,-2.7659108333059925,3.2061963149669728,RPL9P27,7,"['Cornea', 'Heart', 'Liver', 'Umbilical.vein', 'Lymph.node', 'Lung', 'Kidney']"
ENSG00000139209,83.0758986857572,-2.532272002707017,3.127958116727584,SLC38A4,7,"['Cornea', 'Liver', 'Vessel', 'Foreskin', 'Skin', 'Kidney', 'Intestine']"
ENSG00000206712,5.41624496853858,-2.1602965158515484,3.108512816176193,RNU6-26P,7,"['Cornea', 'Heart', 'Umbilical.vein', 'Colon', 'Vessel', 'Foreskin', 'Skin']"
ENSG00000203797,29.7031073722274,-2.9225497808946166,2.7397871230539548,DDO,7,"['Cornea', 'Lymph.node', 'Vessel', 'Peripheral.blood', 'Skin', 'Kidney', 'Intestine']"
ENSG00000227399,4.61842116672128,-2.5887204113525213,2.4404596521835704,RPL21P82,7,"['Cornea', 'Heart', 'Liver', 'Lymph.node', 'Foreskin', 'Lung', 'Kidney']"
ENSG00000285976,1.86417371648673,-1.965286859732847,2.2278822958362685,PTP4A1,7,"['Cornea', 'Liver', 'Umbilical.vein', 'Colon', 'Vessel', 'Skin', 'Kidney']"
ENSG00000166126,74.6619682795167,-5.612522765686417,8.84656809475164,AMN,6,"['Cornea', 'Liver', 'Vessel', 'Peripheral.blood', 'Skin', 'Kidney']"
ENSG00000164284,859.921820211575,-1.6370239889078697,7.608763179034895,GRPEL2,6,"['Heart', 'Sciatic.nerve', 'Vessel', 'Foreskin', 'Peripheral.blood', 'Skin']"
ENSG00000198691,267.72423165526,-3.720442008816835,7.53811924251696,ABCA4,6,"['Cornea', 'Vessel', 'Foreskin', 'Peripheral.blood', 'Skin', 'Intestine']"
ENSG00000184349,455.227065408588,-2.5380275886934354,7.517222520063019,EFNA5,6,"['Cornea', 'Umbilical.vein', 'Vessel', 'Foreskin', 'Peripheral.blood', 'Intestine']"
ENSG00000086696,262.869910258735,-4.8180223717362445,7.3627368413198235,HSD17B2,6,"['Cornea', 'Colon', 'Foreskin', 'Peripheral.blood', 'Intestine', 'Tonsil']"
ENSG00000229676,20.907770915629,-3.797626427210103,7.220116531157632,ZNF492,6,"['Cornea', 'Heart', 'Liver', 'Lymph.node', 'Kidney', 'Tonsil']"
ENSG00000137460,73.6616822461414,-3.966819762450148,6.9468333021111635,FHDC1,6,"['Cornea', 'Liver', 'Lymph.node', 'Skin', 'Kidney', 'Intestine']"
ENSG00000263155,201.359172746659,-3.1124733737480503,6.87766768350031,MYZAP,6,"['Cornea', 'Umbilical.vein', 'Lymph.node', 'Vessel', 'Foreskin', 'Skin']"
ENSG00000198153,14.2353749969998,-3.9319535026023673,6.836963925224915,ZNF849P,6,"['Cornea', 'Heart', 'Liver', 'Lymph.node', 'Kidney', 'Tonsil']"
ENSG00000072201,99.8161689959,-2.3239249768950683,6.825098985056474,LNX1,6,"['Cornea', 'Lymph.node', 'Vessel', 'Skin', 'Kidney', 'Intestine']"
ENSG00000141437,29.1688951750299,-1.9284297183705001,6.665887923114087,SLC25A52,6,"['Cornea', 'Heart', 'Liver', 'Umbilical.vein', 'Vessel', 'Lung']"
ENSG00000162576,671.141783028372,-3.949749398533463,6.508096941111959,MXRA8,6,"['Cornea', 'Lymph.node', 'Vessel', 'Lung', 'Skin', 'Kidney']"
ENSG00000140465,433.338127932151,-3.2770696972690736,6.368039688874378,CYP1A1,6,"['Cornea', 'Umbilical.vein', 'Vessel', 'Foreskin', 'Skin', 'Intestine']"
ENSG00000198355,2368.53256998822,-1.961428849975795,6.065704120469337,PIM3,6,"['Cornea', 'Umbilical.vein', 'Lymph.node', 'Vessel', 'Foreskin', 'Intestine']"
ENSG00000133110,5012.23246819358,-3.8412214316020297,5.974761604664727,POSTN,6,"['Cornea', 'Heart', 'Vessel', 'Foreskin', 'Lung', 'Skin']"
ENSG00000163040,107.86876316928,-2.2350724832508155,5.91733096334389,CCDC74A,6,"['Cornea', 'Lymph.node', 'Peripheral.blood', 'Skin', 'Kidney', 'Intestine']"
ENSG00000106125,24.9424731133132,-2.3097809761846464,5.802066959674311,MINDY4,6,"['Cornea', 'Umbilical.vein', 'Lymph.node', 'Vessel', 'Skin', 'Kidney']"
ENSG00000041982,2302.47579693058,-5.10694927637147,5.718596572178561,TNC,6,"['Cornea', 'Lymph.node', 'Vessel', 'Lung', 'Skin', 'Kidney']"
ENSG00000269155,58.5585011307001,-6.842871008515847,5.500728330582466,LOC441179,6,"['Lymph.node', 'Vessel', 'Foreskin', 'Peripheral.blood', 'Skin', 'Intestine']"
ENSG00000153976,69.4399332686129,-5.371674219936747,5.447621205382312,HS3ST3A1,6,"['Cornea', 'Lymph.node', 'Vessel', 'Skin', 'Kidney', 'Tonsil']"
ENSG00000197927,25.5561085015639,-2.227096008789173,5.443253393490999,NBEAP2,6,"['Cornea', 'Heart', 'Umbilical.vein', 'Colon', 'Vessel', 'Intestine']"
ENSG00000184115,46.5540279839276,-3.1948949881025066,5.338432465609462,LOC100288570,6,"['Cornea', 'Umbilical.vein', 'Lymph.node', 'Colon', 'Foreskin', 'Intestine']"
ENSG00000225329,22.957426166812,-5.787019875547103,5.336950044676725,LHFPL3-AS2,6,"['Cornea', 'Lymph.node', 'Foreskin', 'Peripheral.blood', 'Lung', 'Kidney']"
ENSG00000143061,232.264862620756,-3.8412333257676288,5.330111234809409,IGSF3,6,"['Cornea', 'Lymph.node', 'Foreskin', 'Skin', 'Kidney', 'Intestine']"
ENSG00000234409,71.4247240732511,-1.638811264005658,5.148268146531095,CCDC188,6,"['Umbilical.vein', 'Colon', 'Vessel', 'Foreskin', 'Skin', 'Intestine']"
ENSG00000213988,45.5901830253215,-2.3413902759795717,5.119334062101761,ZNF90,6,"['Cornea', 'Heart', 'Liver', 'Lung', 'Kidney', 'Tonsil']"
ENSG00000106333,623.300608119226,-3.0301289659153263,5.091592392583091,PCOLCE,6,"['Cornea', 'Lymph.node', 'Vessel', 'Lung', 'Skin', 'Kidney']"
ENSG00000244289,15.2549016134622,-4.3960227347286205,5.090427827310287,RPS3AP35,6,"['Cornea', 'Heart', 'Liver', 'Lymph.node', 'Lung', 'Kidney']"
ENSG00000235459,596.337682433855,-2.1773893789573715,5.054135929806017,RPS26P31,6,"['Heart', 'Liver', 'Umbilical.vein', 'Foreskin', 'Lung', 'Kidney']"
ENSG00000227578,14.4773436932693,-3.62772855487542,5.032259879416433,RPS3AP53,6,"['Cornea', 'Heart', 'Liver', 'Lymph.node', 'Lung', 'Kidney']"
ENSG00000183072,17.0625019008773,-5.796872981023431,4.96011098650495,NKX2-5,6,"['Cornea', 'Heart', 'Vessel', 'Peripheral.blood', 'Lung', 'Intestine']"
ENSG00000171649,81.6685941568659,-1.903733235688995,4.90857983664579,ZIK1,6,"['Cornea', 'Liver', 'Lymph.node', 'Colon', 'Lung', 'Kidney']"
ENSG00000167157,57.3785955582193,-5.015592094874154,4.728634634083579,PRRX2,6,"['Cornea', 'Lymph.node', 'Vessel', 'Peripheral.blood', 'Lung', 'Skin']"
ENSG00000239118,0.686118284306144,-7.059360558090247,4.5870456375356685,MIR1972-2,6,"['Cornea', 'Umbilical.vein', 'Vessel', 'Lung', 'Skin', 'Intestine']"
ENSG00000183671,69.680375621302,-3.972228235988259,4.586144393855332,CMKLR2,6,"['Cornea', 'Lymph.node', 'Vessel', 'Lung', 'Skin', 'Intestine']"
ENSG00000160867,104.551495456361,-2.325856139052878,4.521041281302131,FGFR4,6,"['Cornea', 'Liver', 'Foreskin', 'Lung', 'Kidney', 'Intestine']"
ENSG00000186148,34.140558738527,-3.0236037604570183,4.467467013690755,LOC440895,6,"['Cornea', 'Umbilical.vein', 'Lymph.node', 'Colon', 'Foreskin', 'Intestine']"
ENSG00000196154,464.663945324011,-3.1245295846737418,4.423767135988013,S100A4,6,"['Cornea', 'Liver', 'Lymph.node', 'Foreskin', 'Skin', 'Kidney']"
ENSG00000105426,626.571303719604,-2.2218355337188918,4.363179437024531,PTPRS,6,"['Cornea', 'Lymph.node', 'Vessel', 'Lung', 'Skin', 'Kidney']"
ENSG00000161281,394.294796336577,-2.058088293959125,4.347402094468921,COX7A1,6,"['Cornea', 'Lymph.node', 'Vessel', 'Foreskin', 'Peripheral.blood', 'Skin']"
ENSG00000187513,671.035140202196,-3.259629134219095,4.25864070341517,GJA4,6,"['Heart', 'Umbilical.vein', 'Lymph.node', 'Vessel', 'Skin', 'Intestine']"
ENSG00000186827,140.297431515286,-5.025623967563253,4.1060986236900545,TNFRSF4,6,"['Heart', 'Lymph.node', 'Colon', 'Vessel', 'Peripheral.blood', 'Skin']"
ENSG00000176046,99.7060469467127,-2.6249053880867335,4.062785512874969,NUPR1,6,"['Cornea', 'Lymph.node', 'Vessel', 'Skin', 'Kidney', 'Intestine']"
ENSG00000197301,173.880289700187,-2.34886158554156,4.0574239255660975,HMGA2-AS1,6,"['Cornea', 'Umbilical.vein', 'Vessel', 'Foreskin', 'Lung', 'Skin']"
ENSG00000114378,157.72244332834,-2.565256606502548,3.905994709724551,HYAL1,6,"['Cornea', 'Liver', 'Lymph.node', 'Skin', 'Kidney', 'Intestine']"
ENSG00000189129,279.677552957143,-2.2918389435821034,3.812416183943688,PLAC9,6,"['Cornea', 'Umbilical.vein', 'Lymph.node', 'Vessel', 'Lung', 'Skin']"
ENSG00000244427,12.4971251849871,-3.3196336277499383,3.751783190468988,RPS3AP31,6,"['Cornea', 'Heart', 'Liver', 'Lymph.node', 'Lung', 'Kidney']"
ENSG00000237816,0.728046030901128,-5.660372115077096,3.7092518896421787,RPL21P109,6,"['Cornea', 'Umbilical.vein', 'Vessel', 'Foreskin', 'Lung', 'Intestine']"
ENSG00000162460,13.7061263973388,-3.222093951554244,3.660756388630439,TMEM82,6,"['Cornea', 'Liver', 'Umbilical.vein', 'Vessel', 'Kidney', 'Intestine']"
ENSG00000188707,31.2785846984587,-4.449244575398391,3.5882063180625767,ZBED6CL,6,"['Cornea', 'Lymph.node', 'Foreskin', 'Peripheral.blood', 'Kidney', 'Intestine']"
ENSG00000230918,12.6947149275817,-2.339514821263785,3.5839904169308023,DPP4-DT,6,"['Cornea', 'Umbilical.vein', 'Lymph.node', 'Foreskin', 'Skin', 'Intestine']"
ENSG00000235828,134.705461725865,-2.089760503448242,3.581744810792662,RPL36AP26,6,"['Cornea', 'Heart', 'Liver', 'Umbilical.vein', 'Lymph.node', 'Foreskin']"
ENSG00000180447,196.687239197901,-4.957749895497937,3.5748620345111015,GAS1,6,"['Cornea', 'Liver', 'Lymph.node', 'Peripheral.blood', 'Skin', 'Kidney']"
ENSG00000176595,422.662803372505,-3.0062036648681487,3.400388652519061,KBTBD11,6,"['Lymph.node', 'Vessel', 'Foreskin', 'Skin', 'Kidney', 'Intestine']"
ENSG00000164692,36610.2298596373,-3.21239294664249,3.376526798240013,COL1A2,6,"['Cornea', 'Lymph.node', 'Vessel', 'Lung', 'Skin', 'Tonsil']"
ENSG00000230749,4.40919595882674,-2.784713881706058,3.2610562338783065,MEIS1-AS2,6,"['Cornea', 'Heart', 'Umbilical.vein', 'Colon', 'Vessel', 'Lung']"
ENSG00000005102,40.4671957415316,-5.115271768266488,3.1985833501065275,MEOX1,6,"['Cornea', 'Heart', 'Lymph.node', 'Colon', 'Foreskin', 'Tonsil']"
ENSG00000175879,234.061978932513,-2.617874642837888,3.183576964757236,HOXD8,6,"['Umbilical.vein', 'Lymph.node', 'Foreskin', 'Skin', 'Kidney', 'Intestine']"
